transactionid,userid,time,amount,state,city,country,tran_lat,tran_lon,merchantType,isFraud
1056,53,2025-09-24 21:57:00,69.52,,,,37.748611,-122.390577,,False
1057,53,2025-09-27 19:57:00,206.92,,,,37.745826,-122.429842,,True
1058,53,2025-09-27 22:21:00,158.81,,,,37.801947,-122.388711,,True
1059,53,2025-09-27 22:55:00,284.59,,,,37.759511,-122.427354,,True
1060,53,2025-09-27 23:59:00,337.33,,,,37.771134,-122.454549,,True
1061,54,2025-09-02 08:00:00,207.94,,,,42.348567,-71.04134,,False
1062,54,2025-09-03 01:00:00,406.02,,,,42.34914,-71.09638,,False
1063,54,2025-09-04 07:00:00,288.14,,,,42.330199,-71.017726,,False
1064,54,2025-09-06 07:00:00,218.78,,,,42.407239,-71.082791,,False
1065,54,2025-09-09 19:00:00,453.07,,,,42.324114,-71.027162,,False
1066,54,2025-09-10 05:00:00,335.34,,,,42.372254,-71.046621,,False
1067,54,2025-09-12 16:00:00,120.7,,,,42.35988,-71.036769,,False
1068,54,2025-09-14 04:00:00,198.94,,,,42.335577,-71.051246,,False
1069,54,2025-09-18 01:00:00,302.98,,,,42.350846,-71.02979,,False
1070,54,2025-09-21 04:00:00,405.37,,,,42.372728,-71.089948,,False
1071,54,2025-09-21 12:00:00,172.66,,,,42.343024,-71.0233,,True
1072,54,2025-09-21 12:32:00,365.38,,,,42.355991,-71.089264,,True
1073,54,2025-09-21 15:28:00,16.42,,,,42.363564,-71.052349,,True
1074,54,2025-09-21 18:19:00,135.04,,,,42.365251,-71.047658,,True
1075,54,2025-09-21 20:33:00,396.33,,,,42.402284,-71.082495,,True
1076,54,2025-09-21 21:25:00,107.21,,,,42.35702,-71.039184,,False
1077,54,2025-09-25 17:25:00,184.79,,,,42.32828,-71.057107,,False
1078,54,2025-09-28 20:25:00,200.13,,,,42.359221,-71.020293,,False
1079,54,2025-10-02 01:25:00,212.24,,,,42.353025,-71.103819,,False
1080,54,2025-10-02 21:25:00,274.45,,,,42.394266,-71.041992,,False
1081,55,2025-09-02 08:00:00,348.89,,,,25.742822,-80.15004,,False
1082,55,2025-09-03 14:00:00,212.14,,,,25.716241,-80.185951,,False
1083,55,2025-09-06 04:00:00,412.55,,,,25.713089,-80.184345,,False
1084,55,2025-09-09 13:00:00,101.01,,,,25.745914,-80.177995,,False
1085,55,2025-09-09 22:00:00,219.36,,,,25.751732,-80.164549,,False
1086,55,2025-09-10 14:00:00,12.34,,,,25.764298,-80.15811,,False
1087,55,2025-09-12 19:00:00,402.8,,,,25.789126,-80.219638,,False
1088,55,2025-09-16 05:00:00,498.32,,,,25.76102,-80.19674,,False
1089,55,2025-09-17 03:00:00,463.81,,,,25.80629,-80.186109,,False
1090,55,2025-09-21 06:00:00,411.25,,,,25.732894,-80.179105,,False
1091,55,2025-09-22 20:00:00,236.8,,,,25.794498,-80.157826,,False
1092,55,2025-09-24 11:00:00,300.52,,,,25.762489,-80.221392,,False
1093,55,2025-09-25 03:00:00,462.51,,,,25.781928,-80.146274,,False
1094,55,2025-09-27 21:00:00,458.6,,,,25.781137,-80.158254,,False
1095,55,2025-09-29 17:00:00,491.71,,,,25.716901,-80.23338,,False
1096,55,2025-10-02 23:00:00,131.53,,,,25.764573,-80.165084,,False
1097,55,2025-10-03 06:00:00,218.32,,,,25.747698,-80.200761,,False
1098,55,2025-10-05 02:00:00,309.18,,,,25.711693,-80.231377,,False
1099,55,2025-10-06 15:00:00,339.27,,,,25.730283,-80.239957,,False
1100,55,2025-10-09 23:00:00,106.44,,,,25.741952,-80.179783,,False
1101,56,2025-09-02 08:00:00,10.88,,,,41.926154,-87.642793,,False
1102,56,2025-09-03 12:00:00,41.65,,,,41.886087,-87.631203,,False
1103,56,2025-09-07 07:00:00,125.0,,,,41.880145,-87.584117,,False
1104,56,2025-09-10 15:00:00,176.29,,,,41.872796,-87.585939,,False
1105,56,2025-09-12 12:00:00,448.81,,,,41.83822,-87.665365,,False
1106,56,2025-09-15 19:00:00,205.87,,,,41.917418,-87.641994,,False
1107,56,2025-09-17 06:00:00,155.04,,,,41.863293,-87.613399,,False
1108,56,2025-09-19 16:00:00,224.78,,,,41.836145,-87.647075,,False
1109,56,2025-09-20 03:00:00,461.82,,,,41.852085,-87.582668,,False
1110,56,2025-09-23 09:00:00,222.74,,,,41.878337,-87.612701,,False
1111,56,2025-09-24 13:00:00,55.75,,,,41.835768,-87.660463,,False
1112,56,2025-09-27 00:00:00,85.28,,,,41.922295,-87.674912,,False
1113,56,2025-09-30 02:00:00,146.33,,,,41.905263,-87.584882,,False
1114,56,2025-10-03 07:00:00,48.77,,,,41.848133,-87.658979,,False
1115,56,2025-10-03 17:00:00,494.35,,,,41.876286,-87.637937,,False
1116,56,2025-10-04 19:00:00,109.16,,,,41.909553,-87.620211,,False
1117,56,2025-10-08 00:00:00,239.13,,,,41.91156,-87.624124,,False
1118,56,2025-10-08 22:00:00,468.93,,,,41.900286,-87.595425,,False
1119,56,2025-10-09 13:00:00,242.46,,,,41.890532,-87.634376,,False
1120,56,2025-10-10 12:00:00,256.04,,,,41.898447,-87.66731,,False
1121,57,2025-09-02 08:00:00,339.43,,,,25.78464,-80.189851,,False
1122,57,2025-09-04 16:00:00,14.64,,,,25.762832,-80.215669,,False
1123,57,2025-09-07 05:00:00,99.82,,,,25.773115,-80.180275,,False
1124,57,2025-09-07 22:00:00,114.21,,,,25.753603,-80.236401,,False
1125,57,2025-09-08 02:00:00,483.49,,,,25.728955,-80.143193,,False
1126,57,2025-09-10 04:00:00,124.0,,,,25.724827,-80.216982,,False
1127,57,2025-09-11 21:00:00,113.1,,,,25.774464,-80.240003,,False
1128,57,2025-09-12 23:00:00,307.06,,,,25.791629,-80.188756,,False
1129,57,2025-09-13 10:00:00,453.05,,,,25.763132,-80.22873,,True
1130,57,2025-09-13 12:46:00,446.97,,,,25.806031,-80.226497,,True
1131,57,2025-09-13 13:52:00,120.39,,,,25.737153,-80.187647,,False
1132,57,2025-09-17 11:52:00,253.9,,,,25.722513,-80.168289,,False
1133,57,2025-09-20 20:52:00,316.92,,,,25.723778,-80.212316,,False
1134,57,2025-09-22 12:52:00,414.99,,,,25.751041,-80.206679,,False
1135,57,2025-09-23 01:52:00,92.56,,,,25.739242,-80.241075,,False
1136,57,2025-09-24 10:52:00,127.97,,,,25.777076,-80.237762,,False
1137,57,2025-09-25 04:52:00,435.86,,,,25.787163,-80.206286,,False
1138,57,2025-09-25 09:52:00,462.38,,,,25.800111,-80.201635,,False
1139,57,2025-09-27 06:52:00,476.2,,,,25.728674,-80.143281,,False
1140,57,2025-09-28 21:52:00,324.02,,,,25.717324,-80.169373,,False
1141,58,2025-09-02 08:00:00,79.05,,,,40.75082,-73.97961,,False
1142,58,2025-09-05 21:00:00,428.59,,,,40.751796,-74.018474,,False
1143,58,2025-09-08 01:00:00,488.44,,,,40.727338,-74.040457,,False
1144,58,2025-09-08 16:00:00,314.39,,,,40.722582,-74.035098,,False
1145,58,2025-09-12 19:00:00,76.32,,,,40.732612,-73.977745,,False
1146,58,2025-09-13 15:00:00,9.03,,,,40.690316,-74.019906,,False
1147,58,2025-09-16 07:00:00,384.31,,,,40.673838,-73.988297,,False
1148,58,2025-09-18 05:00:00,88.51,,,,40.745417,-73.961564,,False
1149,58,2025-09-20 13:00:00,74.37,,,,40.691291,-73.971061,,False
1150,58,2025-09-21 18:00:00,470.51,,,,40.742467,-74.042489,,False
1151,58,2025-09-23 05:00:00,90.8,,,,40.681707,-73.987591,,False
1152,58,2025-09-23 20:00:00,176.41,,,,40.688098,-74.02291,,False
1153,58,2025-09-24 09:00:00,415.84,,,,40.685044,-73.960771,,False
1154,58,2025-09-28 10:00:00,353.23,,,,40.674704,-74.037713,,False
1155,58,2025-09-29 12:00:00,88.9,,,,40.675203,-74.028028,,False
1156,58,2025-10-01 15:00:00,88.99,,,,40.729684,-74.003621,,False
1157,58,2025-10-03 12:00:00,481.75,,,,40.726174,-73.985312,,False
1158,58,2025-10-04 17:00:00,25.09,,,,40.690146,-74.001157,,False
1159,58,2025-10-06 10:00:00,342.69,,,,40.757428,-74.005296,,False
1160,58,2025-10-06 21:00:00,262.13,,,,40.722072,-73.974058,,False
1161,59,2025-09-02 08:00:00,169.16,,,,42.391898,-71.030251,,False
1162,59,2025-09-02 16:00:00,344.75,,,,42.385852,-71.090025,,False
1163,59,2025-09-04 04:00:00,442.18,,,,42.326152,-71.032306,,False
1164,59,2025-09-05 10:00:00,115.51,,,,42.329032,-71.070719,,False
1165,59,2025-09-05 23:00:00,414.95,,,,42.40463,-71.00906,,False
1166,59,2025-09-09 10:00:00,26.78,,,,42.322178,-71.102878,,False
1167,59,2025-09-11 00:00:00,128.81,,,,42.385546,-71.054339,,False
1168,59,2025-09-14 05:00:00,226.1,,,,42.315073,-71.010737,,False
1169,59,2025-09-15 18:00:00,105.96,,,,42.364813,-71.092526,,False
1170,59,2025-09-16 11:00:00,446.66,,,,42.402283,-71.051291,,False
1171,59,2025-09-18 15:00:00,333.9,,,,42.368549,-71.066356,,False
1172,59,2025-09-22 00:00:00,291.78,,,,42.373106,-71.03456,,False
1173,59,2025-09-25 10:00:00,371.96,,,,42.35532,-71.032534,,False
1174,59,2025-09-27 19:00:00,329.56,,,,42.312508,-71.070832,,False
1175,59,2025-10-01 19:00:00,38.05,,,,42.386312,-71.072095,,False
1176,59,2025-10-04 12:00:00,228.82,,,,42.393139,-71.076469,,False
1177,59,2025-10-05 08:00:00,454.16,,,,42.363382,-71.088473,,False
1178,59,2025-10-09 11:00:00,239.75,,,,42.405181,-71.073172,,False
1179,59,2025-10-10 16:00:00,329.94,,,,42.408453,-71.013462,,False
1180,59,2025-10-12 21:00:00,403.71,,,,42.372795,-71.056923,,False
1181,60,2025-09-02 08:00:00,448.43,,,,34.036177,-118.216896,,False
1182,60,2025-09-03 18:00:00,105.16,,,,34.047566,-118.198122,,False
1183,60,2025-09-04 11:00:00,46.66,,,,34.038132,-118.278254,,False
1184,60,2025-09-08 04:00:00,32.92,,,,34.060735,-118.217187,,False
1185,60,2025-09-10 13:00:00,320.81,,,,34.035688,-118.268073,,False
1186,60,2025-09-14 13:00:00,294.64,,,,34.087164,-118.257824,,False
1187,60,2025-09-17 17:00:00,107.25,,,,34.100285,-118.215076,,False
1188,60,2025-09-19 21:00:00,40.6,,,,34.081265,-118.246886,,True
1189,60,2025-09-19 23:46:00,405.4,,,,34.072503,-118.220765,,True
1190,60,2025-09-20 01:36:00,261.48,,,,34.094508,-118.286113,,True
1191,60,2025-09-20 02:54:00,120.98,,,,34.049049,-118.2231,,True
1192,60,2025-09-20 04:03:00,45.87,,,,34.031805,-118.279927,,False
1193,60,2025-09-23 08:03:00,382.29,,,,34.018047,-118.225036,,False
1194,60,2025-09-25 06:03:00,377.52,,,,34.070766,-118.244581,,False
1195,60,2025-09-25 19:03:00,46.22,,,,34.083686,-118.245558,,False
1196,60,2025-09-26 20:03:00,69.27,,,,34.072377,-118.222692,,False
1197,60,2025-09-29 01:03:00,125.54,,,,34.07989,-118.22089,,False
1198,60,2025-09-30 00:03:00,227.51,,,,34.081701,-118.283892,,False
1199,60,2025-10-02 22:03:00,294.24,,,,34.027741,-118.219374,,False
1200,60,2025-10-05 11:03:00,247.45,,,,34.092569,-118.285064,,False
1201,61,2025-09-02 08:00:00,277.11,,,,37.748849,-122.456659,,False
1202,61,2025-09-06 07:00:00,246.91,,,,37.734095,-122.45755,,False
1203,61,2025-09-09 21:00:00,326.29,,,,37.743841,-122.45309,,False
1204,61,2025-09-11 07:00:00,306.5,,,,37.804782,-122.418607,,False
1205,61,2025-09-15 01:00:00,410.9,,,,37.805594,-122.389314,,False
1206,61,2025-09-15 11:00:00,250.71,,,,37.770452,-122.44821,,False
1207,61,2025-09-17 23:00:00,405.2,,,,37.747747,-122.369478,,False
1208,61,2025-09-18 15:00:00,367.87,,,,37.776431,-122.394668,,False
1209,61,2025-09-20 05:00:00,155.63,,,,37.771271,-122.375429,,False
1210,61,2025-09-23 22:00:00,394.72,,,,37.791238,-122.37482,,True
1211,61,2025-09-23 22:35:00,160.58,,,,37.80083,-122.409975,,True
1212,61,2025-09-24 00:51:00,457.1,,,,37.748085,-122.462095,,False
1213,61,2025-09-27 05:51:00,169.58,,,,37.776077,-122.393936,,False
1214,61,2025-09-28 04:51:00,54.86,,,,37.767149,-122.424196,,False
1215,61,2025-10-02 03:51:00,465.7,,,,37.816006,-122.370935,,False
1216,61,2025-10-03 17:51:00,239.74,,,,37.742374,-122.421814,,False
1217,61,2025-10-07 16:51:00,201.24,,,,37.81747,-122.370623,,False
1218,61,2025-10-11 04:51:00,155.9,,,,37.802019,-122.383563,,False
1219,61,2025-10-12 11:51:00,86.17,,,,37.819253,-122.467005,,False
1220,61,2025-10-14 15:51:00,45.75,,,,37.809909,-122.374304,,False
1221,62,2025-09-02 08:00:00,296.28,,,,25.760411,-80.235794,,False
1222,62,2025-09-04 06:00:00,172.25,,,,25.772816,-80.151226,,False
1223,62,2025-09-07 00:00:00,326.31,,,,25.733105,-80.182356,,False
1224,62,2025-09-11 02:00:00,413.57,,,,25.791228,-80.235518,,False
1225,62,2025-09-12 11:00:00,438.24,,,,25.767338,-80.198405,,False
1226,62,2025-09-15 08:00:00,305.05,,,,25.778085,-80.199696,,True
1227,62,2025-09-15 09:11:00,250.71,,,,25.729504,-80.24132,,True
1228,62,2025-09-15 12:01:00,184.7,,,,25.716232,-80.146139,,True
1229,62,2025-09-15 14:29:00,283.57,,,,25.744845,-80.165029,,True
1230,62,2025-09-15 17:07:00,315.21,,,,25.763598,-80.143618,,False
1231,62,2025-09-19 10:07:00,135.09,,,,25.782882,-80.241329,,True
1232,62,2025-09-19 12:36:00,476.39,,,,25.758606,-80.169234,,True
1233,62,2025-09-19 13:32:00,493.7,,,,25.725805,-80.163122,,False
1234,62,2025-09-19 18:32:00,157.85,,,,25.80283,-80.186506,,False
1235,62,2025-09-21 17:32:00,142.45,,,,25.759856,-80.194792,,False
1236,62,2025-09-23 18:32:00,145.3,,,,25.807426,-80.146161,,False
1237,62,2025-09-27 07:32:00,229.06,,,,25.729156,-80.165413,,False
1238,62,2025-09-29 12:32:00,162.94,,,,25.794282,-80.222085,,False
1239,62,2025-09-29 16:32:00,296.47,,,,25.716574,-80.1981,,False
1240,62,2025-10-01 07:32:00,413.83,,,,25.755902,-80.157739,,False
1241,63,2025-09-02 08:00:00,155.96,,,,29.774577,-95.377669,,False
1242,63,2025-09-06 08:00:00,286.4,,,,29.718035,-95.375133,,False
1243,63,2025-09-08 18:00:00,367.67,,,,29.721372,-95.341304,,False
1244,63,2025-09-12 21:00:00,442.6,,,,29.741699,-95.409974,,False
1245,63,2025-09-13 16:00:00,370.85,,,,29.755241,-95.389556,,False
1246,63,2025-09-16 23:00:00,150.54,,,,29.754319,-95.364415,,False
1247,63,2025-09-20 22:00:00,250.14,,,,29.720833,-95.321037,,False
1248,63,2025-09-24 15:00:00,448.95,,,,29.745354,-95.339175,,False
1249,63,2025-09-27 03:00:00,184.54,,,,29.725699,-95.330485,,False
1250,63,2025-09-27 08:00:00,87.05,,,,29.768556,-95.392187,,True
1251,63,2025-09-27 10:46:00,231.93,,,,29.770528,-95.366088,,True
1252,63,2025-09-27 11:26:00,309.99,,,,29.768735,-95.356899,,True
1253,63,2025-09-27 12:37:00,489.55,,,,29.757307,-95.40538,,False
1254,63,2025-09-30 12:37:00,191.54,,,,29.800692,-95.412518,,False
1255,63,2025-10-02 03:37:00,408.01,,,,29.722106,-95.402826,,False
1256,63,2025-10-05 07:37:00,11.02,,,,29.712127,-95.3709,,False
1257,63,2025-10-09 02:37:00,392.53,,,,29.804,-95.40459,,False
1258,63,2025-10-10 01:37:00,452.16,,,,29.781055,-95.348139,,False
1259,63,2025-10-11 06:37:00,221.5,,,,29.731227,-95.323861,,False
1260,63,2025-10-14 00:37:00,205.55,,,,29.80182,-95.412084,,False
1261,64,2025-09-02 08:00:00,152.63,,,,41.878606,-87.665257,,False
1262,64,2025-09-05 20:00:00,302.42,,,,41.888951,-87.644163,,False
1263,64,2025-09-07 10:00:00,27.15,,,,41.874297,-87.604813,,False
1264,64,2025-09-11 06:00:00,61.65,,,,41.890517,-87.67563,,False
1265,64,2025-09-14 22:00:00,148.57,,,,41.884535,-87.659869,,False
1266,64,2025-09-17 03:00:00,219.79,,,,41.840625,-87.643607,,False
1267,64,2025-09-18 08:00:00,256.91,,,,41.914201,-87.672479,,False
1268,64,2025-09-19 13:00:00,404.12,,,,41.919834,-87.658266,,False
1269,64,2025-09-20 19:00:00,82.33,,,,41.894555,-87.611099,,False
1270,64,2025-09-23 13:00:00,421.48,,,,41.865667,-87.644743,,False
1271,64,2025-09-24 01:00:00,146.11,,,,41.898229,-87.650716,,False
1272,64,2025-09-27 18:00:00,173.3,,,,41.904318,-87.583875,,False
1273,64,2025-10-01 08:00:00,433.69,,,,41.910382,-87.658192,,False
1274,64,2025-10-04 13:00:00,180.35,,,,41.912763,-87.679512,,False
1275,64,2025-10-05 08:00:00,318.49,,,,41.913497,-87.593413,,False
1276,64,2025-10-08 14:00:00,167.26,,,,41.85226,-87.621839,,False
1277,64,2025-10-08 18:00:00,297.38,,,,41.900562,-87.590625,,False
1278,64,2025-10-10 04:00:00,471.59,,,,41.903347,-87.629532,,False
1279,64,2025-10-14 07:00:00,320.15,,,,41.87691,-87.657896,,True
1280,64,2025-10-14 08:29:00,402.9,,,,41.848621,-87.675954,,True
1281,65,2025-09-02 08:00:00,290.17,,,,33.490222,-112.120077,,False
1282,65,2025-09-02 21:00:00,101.03,,,,33.446167,-112.075448,,False
1283,65,2025-09-06 18:00:00,36.25,,,,33.476153,-112.090418,,False
1284,65,2025-09-09 18:00:00,236.53,,,,33.421468,-112.104942,,False
1285,65,2025-09-10 10:00:00,381.82,,,,33.46905,-112.070518,,False
1286,65,2025-09-13 21:00:00,223.95,,,,33.469715,-112.072842,,False
1287,65,2025-09-14 08:00:00,79.71,,,,33.450916,-112.102715,,False
1288,65,2025-09-15 09:00:00,156.8,,,,33.429751,-112.088175,,False
1289,65,2025-09-19 02:00:00,94.13,,,,33.475806,-112.100569,,False
1290,65,2025-09-22 23:00:00,487.37,,,,33.495028,-112.09494,,False
1291,65,2025-09-24 04:00:00,186.26,,,,33.423415,-112.040507,,False
1292,65,2025-09-25 08:00:00,262.84,,,,33.401534,-112.057256,,False
1293,65,2025-09-29 03:00:00,339.65,,,,33.495477,-112.051205,,True
1294,65,2025-09-29 03:50:00,278.65,,,,33.489344,-112.072111,,True
1295,65,2025-09-29 05:50:00,276.99,,,,33.431875,-112.097921,,True
1296,65,2025-09-29 08:47:00,261.23,,,,33.463309,-112.026507,,False
1297,65,2025-09-30 08:47:00,240.49,,,,33.422423,-112.113104,,True
1298,65,2025-09-30 09:56:00,312.32,,,,33.412661,-112.072228,,True
1299,65,2025-09-30 11:29:00,345.89,,,,33.486696,-112.037685,,True
1300,65,2025-09-30 12:53:00,46.26,,,,33.412058,-112.106961,,True
1301,66,2025-09-02 08:00:00,464.42,,,,33.482613,-112.055537,,False
1302,66,2025-09-04 11:00:00,32.14,,,,33.481164,-112.069998,,False
1303,66,2025-09-06 15:00:00,190.66,,,,33.494515,-112.098283,,False
1304,66,2025-09-09 19:00:00,49.06,,,,33.455159,-112.101006,,False
1305,66,2025-09-10 05:00:00,308.46,,,,33.442317,-112.072025,,False
1306,66,2025-09-10 21:00:00,144.74,,,,33.413757,-112.096783,,False
1307,66,2025-09-13 05:00:00,62.81,,,,33.481958,-112.104077,,False
1308,66,2025-09-14 10:00:00,377.53,,,,33.398472,-112.084693,,False
1309,66,2025-09-17 13:00:00,433.38,,,,33.466786,-112.033889,,False
1310,66,2025-09-21 10:00:00,65.65,,,,33.435103,-112.042408,,False
1311,66,2025-09-23 20:00:00,145.39,,,,33.446225,-112.113625,,False
1312,66,2025-09-24 22:00:00,58.51,,,,33.456096,-112.043279,,False
1313,66,2025-09-26 13:00:00,496.98,,,,33.40302,-112.071575,,False
1314,66,2025-09-27 23:00:00,439.22,,,,33.420461,-112.056127,,False
1315,66,2025-09-28 13:00:00,187.06,,,,33.402166,-112.059059,,False
1316,66,2025-10-01 07:00:00,35.33,,,,33.425138,-112.068442,,False
1317,66,2025-10-01 21:00:00,23.07,,,,33.442803,-112.051873,,False
1318,66,2025-10-04 01:00:00,170.8,,,,33.486483,-112.035466,,False
1319,66,2025-10-06 17:00:00,117.08,,,,33.425103,-112.074611,,False
1320,66,2025-10-08 15:00:00,38.19,,,,33.433365,-112.070929,,False
1321,67,2025-09-02 08:00:00,39.74,,,,37.796877,-122.413906,,False
1322,67,2025-09-05 13:00:00,394.81,,,,37.728453,-122.37124,,False
1323,67,2025-09-08 23:00:00,385.37,,,,37.803171,-122.399484,,False
1324,67,2025-09-11 11:00:00,393.84,,,,37.800834,-122.372167,,False
1325,67,2025-09-12 03:00:00,164.55,,,,37.762813,-122.435531,,False
1326,67,2025-09-13 10:00:00,294.35,,,,37.819592,-122.425264,,False
1327,67,2025-09-15 11:00:00,391.27,,,,37.790123,-122.410031,,False
1328,67,2025-09-19 02:00:00,379.85,,,,37.734861,-122.437959,,False
1329,67,2025-09-22 03:00:00,347.13,,,,37.818307,-122.437257,,False
1330,67,2025-09-22 18:00:00,481.86,,,,37.766895,-122.452368,,False
1331,67,2025-09-23 22:00:00,76.68,,,,37.812283,-122.414624,,True
1332,67,2025-09-23 22:44:00,212.6,,,,37.774805,-122.457184,,True
1333,67,2025-09-24 00:58:00,307.15,,,,37.762759,-122.393987,,True
1334,67,2025-09-24 01:00:00,250.75,,,,37.744549,-122.389749,,False
1335,67,2025-09-27 13:00:00,265.44,,,,37.771926,-122.392136,,False
1336,67,2025-09-29 19:00:00,57.86,,,,37.823872,-122.377803,,False
1337,67,2025-10-01 17:00:00,6.28,,,,37.792323,-122.412052,,False
1338,67,2025-10-02 10:00:00,39.85,,,,37.811608,-122.373684,,False
1339,67,2025-10-04 09:00:00,382.01,,,,37.72574,-122.37122,,True
1340,67,2025-10-04 11:36:00,256.34,,,,37.804073,-122.430022,,True
1341,68,2025-09-02 08:00:00,200.19,,,,40.758139,-73.984112,,False
1342,68,2025-09-05 09:00:00,384.31,,,,40.705594,-74.015606,,False
1343,68,2025-09-06 03:00:00,434.48,,,,40.695672,-73.968877,,False
1344,68,2025-09-07 07:00:00,312.59,,,,40.669757,-73.97186,,False
1345,68,2025-09-11 09:00:00,261.5,,,,40.720549,-74.026661,,False
1346,68,2025-09-13 18:00:00,433.14,,,,40.740939,-74.053287,,False
1347,68,2025-09-15 13:00:00,240.74,,,,40.752164,-74.001612,,False
1348,68,2025-09-16 21:00:00,70.06,,,,40.739567,-73.99804,,True
1349,68,2025-09-16 21:59:00,269.75,,,,40.682592,-74.037937,,True
1350,68,2025-09-17 00:35:00,224.0,,,,40.66885,-74.004667,,True
1351,68,2025-09-17 01:02:00,262.42,,,,40.739239,-74.025429,,False
1352,68,2025-09-17 20:02:00,114.72,,,,40.726466,-73.981717,,False
1353,68,2025-09-20 19:02:00,332.96,,,,40.718091,-74.054894,,False
1354,68,2025-09-21 11:02:00,405.19,,,,40.698448,-74.041066,,False
1355,68,2025-09-24 10:02:00,80.49,,,,40.700421,-73.965241,,False
1356,68,2025-09-27 11:02:00,303.68,,,,40.709094,-74.012968,,False
1357,68,2025-09-28 14:02:00,411.02,,,,40.68881,-74.005924,,False
1358,68,2025-10-02 11:02:00,118.61,,,,40.67683,-74.028137,,False
1359,68,2025-10-03 18:02:00,120.74,,,,40.755742,-73.957271,,False
1360,68,2025-10-06 01:02:00,273.36,,,,40.72735,-74.012969,,False
1361,69,2025-09-02 08:00:00,206.04,,,,25.747279,-80.238661,,False
1362,69,2025-09-04 08:00:00,436.26,,,,25.740555,-80.183728,,True
1363,69,2025-09-04 10:29:00,290.1,,,,25.774565,-80.229194,,True
1364,69,2025-09-04 13:22:00,194.94,,,,25.754059,-80.156313,,False
1365,69,2025-09-05 04:22:00,418.2,,,,25.743877,-80.219413,,False
1366,69,2025-09-05 09:22:00,290.68,,,,25.718029,-80.164497,,False
1367,69,2025-09-09 02:22:00,140.46,,,,25.721454,-80.222116,,False
1368,69,2025-09-11 06:22:00,46.98,,,,25.757969,-80.201435,,True
1369,69,2025-09-11 06:58:00,71.01,,,,25.759479,-80.229524,,True
1370,69,2025-09-11 08:34:00,112.23,,,,25.71586,-80.237813,,True
1371,69,2025-09-11 11:26:00,414.12,,,,25.734337,-80.202126,,True
1372,69,2025-09-11 11:31:00,222.0,,,,25.774185,-80.142106,,False
1373,69,2025-09-12 09:31:00,457.4,,,,25.737875,-80.162914,,False
1374,69,2025-09-14 07:31:00,44.04,,,,25.782807,-80.208817,,False
1375,69,2025-09-18 09:31:00,312.77,,,,25.785523,-80.216105,,False
1376,69,2025-09-21 03:31:00,319.46,,,,25.748344,-80.223276,,False
1377,69,2025-09-23 13:31:00,381.77,,,,25.797404,-80.156805,,False
1378,69,2025-09-27 12:31:00,339.94,,,,25.714311,-80.182932,,False
1379,69,2025-09-28 14:31:00,444.31,,,,25.723874,-80.209795,,False
1380,69,2025-09-29 05:31:00,300.75,,,,25.759301,-80.188163,,False
1381,70,2025-09-02 08:00:00,392.49,,,,33.464472,-112.101713,,False
1382,70,2025-09-04 18:00:00,483.48,,,,33.404422,-112.072812,,False
1383,70,2025-09-05 00:00:00,167.57,,,,33.474112,-112.043307,,False
1384,70,2025-09-07 15:00:00,56.5,,,,33.414166,-112.078031,,False
1385,70,2025-09-09 21:00:00,293.13,,,,33.434518,-112.105657,,False
1386,70,2025-09-10 15:00:00,344.87,,,,33.438524,-112.110683,,False
1387,70,2025-09-13 04:00:00,295.61,,,,33.429873,-112.080741,,False
1388,70,2025-09-13 23:00:00,248.83,,,,33.464742,-112.11894,,False
1389,70,2025-09-17 04:00:00,256.75,,,,33.474837,-112.086768,,False
1390,70,2025-09-20 08:00:00,319.36,,,,33.433083,-112.074107,,False
1391,70,2025-09-21 12:00:00,394.96,,,,33.448844,-112.099784,,False
1392,70,2025-09-24 02:00:00,222.39,,,,33.495608,-112.11803,,False
1393,70,2025-09-25 17:00:00,281.57,,,,33.493112,-112.080016,,False
1394,70,2025-09-27 15:00:00,242.21,,,,33.461932,-112.091976,,False
1395,70,2025-09-28 05:00:00,498.5,,,,33.487657,-112.053242,,False
1396,70,2025-09-30 07:00:00,481.58,,,,33.464447,-112.11119,,False
1397,70,2025-10-03 23:00:00,269.49,,,,33.49248,-112.064987,,False
1398,70,2025-10-04 17:00:00,184.26,,,,33.437617,-112.111505,,True
1399,70,2025-10-04 18:33:00,216.33,,,,33.482462,-112.052454,,True
1400,70,2025-10-04 19:12:00,450.06,,,,33.42644,-112.065865,,True
1401,71,2025-09-02 08:00:00,344.88,,,,33.417242,-112.031127,,False
1402,71,2025-09-05 19:00:00,285.25,,,,33.48052,-112.060005,,False
1403,71,2025-09-06 20:00:00,470.78,,,,33.496679,-112.093196,,False
1404,71,2025-09-07 05:00:00,54.23,,,,33.434569,-112.11779,,False
1405,71,2025-09-07 17:00:00,6.34,,,,33.497067,-112.027966,,False
1406,71,2025-09-09 03:00:00,209.59,,,,33.420193,-112.033524,,False
1407,71,2025-09-12 22:00:00,85.57,,,,33.491745,-112.041699,,False
1408,71,2025-09-16 21:00:00,244.5,,,,33.421817,-112.108189,,False
1409,71,2025-09-19 20:00:00,53.83,,,,33.464252,-112.04552,,False
1410,71,2025-09-22 00:00:00,350.1,,,,33.401716,-112.098944,,False
1411,71,2025-09-24 19:00:00,202.85,,,,33.495945,-112.059099,,False
1412,71,2025-09-25 01:00:00,9.83,,,,33.424343,-112.10109,,False
